DATE,VALUE in MO,VALUE in TX,VALUE in WA,VALUE in HI,VALUE in IA,VALUE in AK,VALUE in ID,VALUE in AL,VALUE in VT,VALUE in TN,VALUE in NH,VALUE in NV,VALUE in CA,VALUE in UT,VALUE in NE,VALUE in OK,VALUE in NC,VALUE in MI,VALUE in SC,VALUE in KY,VALUE in MA,VALUE in CO,VALUE in NM,VALUE in FL,VALUE in GA,VALUE in IN,VALUE in WI,VALUE in AZ,VALUE in ME,VALUE in OR,VALUE in VA,VALUE in NJ,VALUE in WV,VALUE in MT,VALUE in ND,VALUE in DE,VALUE in CT,VALUE in OH,VALUE in SD,VALUE in KS,VALUE in MN,VALUE in PA,VALUE in RI,VALUE in MD,VALUE in WY,VALUE in AR,VALUE in LA,VALUE in DC,VALUE in MS,VALUE in IL,VALUE in NY
1990-01-01,2345.1,6994.8,2121.1,517.5,1216.5,230.0,376.6,1623.1,261.4,2192.7,519.8,610.2,12499.3,710.6,720.5,1195.2,3128.9,3905.0,1517.8,1450.5,3047.5,1503.0,572.4,5346.4,3016.5,2513.5,2267.5,1473.8,544.4,1244.7,2897.3,3690.7,624.8,293.3,263.3,345.4,1643.8,4842.3,283.4,1088.0,2124.7,5192.3,460.7,2171.2,195.6,914.1,1567.0,687.6,929.5,5268.3,8265.0
1990-02-01,2345.9,7007.4,2124.7,521.5,1222.4,232.1,378.6,1621.3,259.9,2195.7,517.7,610.1,12508.2,711.4,723.6,1199.3,3139.0,3943.3,1521.5,1452.5,3042.6,1507.0,573.3,5363.4,3021.8,2512.5,2276.9,1475.9,543.2,1241.6,2905.4,3690.4,626.7,293.7,263.4,350.3,1639.0,4865.9,284.1,1089.0,2130.4,5195.9,461.0,2181.2,196.0,913.4,1569.7,689.0,931.9,5278.0,8268.4
1990-03-01,2345.5,7030.0,2131.1,522.7,1220.1,234.4,381.4,1620.6,259.9,2199.4,517.7,613.3,12513.4,713.9,725.0,1200.0,3144.9,3956.4,1522.7,1459.6,3035.9,1511.0,575.5,5372.8,3033.0,2518.4,2279.9,1478.7,544.5,1248.3,2910.5,3694.0,630.8,294.9,263.9,350.8,1637.8,4877.4,285.6,1089.8,2130.7,5200.5,461.5,2187.5,197.5,916.3,1576.2,690.9,935.3,5290.9,8273.0
1990-04-01,2342.2,7056.7,2141.2,526.2,1220.7,236.3,384.0,1634.0,260.0,2200.4,513.8,615.5,12540.2,719.9,730.3,1203.6,3142.7,3964.6,1528.0,1453.6,3016.2,1515.0,580.2,5374.7,3027.1,2509.0,2287.9,1484.9,542.3,1254.4,2905.8,3667.0,630.9,297.1,265.7,348.7,1628.8,4889.9,286.7,1089.6,2134.3,5183.6,456.7,2186.0,199.5,918.5,1579.8,688.0,937.0,5284.2,8247.2
1990-05-01,2346.3,7095.3,2144.6,527.1,1222.0,236.2,383.6,1639.8,260.6,2203.2,510.7,616.1,12555.1,721.5,731.1,1206.8,3139.9,3964.8,1532.2,1458.8,3010.0,1524.0,582.0,5380.0,3029.5,2511.2,2290.3,1488.0,540.7,1257.4,2907.2,3659.0,635.7,297.2,266.6,349.2,1629.5,4895.0,288.0,1092.3,2131.5,5180.8,455.8,2177.3,197.6,922.0,1591.1,686.8,940.9,5291.7,8252.7
1990-06-01,2346.0,7105.9,2150.1,527.8,1221.6,239.4,383.7,1642.4,259.6,2202.6,509.2,619.4,12554.2,725.0,732.0,1212.2,3137.1,3968.4,1536.1,1455.1,3001.6,1522.3,585.7,5383.8,3038.2,2529.9,2296.8,1482.3,540.5,1259.8,2904.8,3649.6,634.8,298.9,266.0,348.4,1628.9,4897.8,288.0,1091.8,2131.8,5176.2,454.8,2185.7,197.9,924.8,1588.2,687.9,939.0,5297.0,8231.3
1990-07-01,2347.8,7122.2,2154.9,529.3,1229.8,238.8,384.5,1641.9,258.3,2197.9,506.1,626.5,12574.9,726.5,733.1,1215.1,3133.3,3973.7,1530.1,1464.4,2987.6,1522.5,581.6,5372.0,3037.3,2540.8,2298.2,1484.4,535.9,1260.8,2901.2,3639.3,633.4,297.6,266.3,347.1,1620.4,4900.3,290.3,1083.2,2138.2,5178.8,452.6,2173.0,197.8,927.6,1593.8,685.7,943.4,5298.8,8207.5
1990-08-01,2351.6,7125.3,2164.7,529.9,1229.6,238.1,387.8,1642.7,257.6,2202.7,504.9,627.1,12544.0,729.1,733.9,1217.2,3121.2,3961.1,1528.5,1467.5,2973.5,1525.2,581.7,5369.9,3036.7,2545.1,2298.2,1483.4,529.3,1269.2,2900.9,3631.2,632.1,296.9,266.5,350.1,1615.4,4900.1,289.5,1091.8,2140.7,5173.9,451.0,2170.7,198.9,928.2,1599.1,686.5,931.2,5308.9,8200.3
1990-09-01,2348.2,7159.4,2161.4,530.4,1235.3,238.2,390.6,1645.1,255.4,2199.4,505.4,626.9,12544.8,733.4,733.1,1220.7,3122.8,3945.8,1535.0,1466.4,2963.1,1529.4,581.4,5363.5,3032.4,2530.7,2302.7,1485.8,528.5,1260.8,2898.3,3605.9,631.5,296.5,266.1,349.2,1612.3,4904.0,290.3,1094.9,2142.3,5170.6,452.0,2179.9,199.0,931.9,1596.8,686.1,941.6,5297.8,8179.8
1990-10-01,2340.5,7157.3,2154.8,534.8,1233.7,239.7,390.6,1639.8,254.4,2192.8,499.3,628.9,12562.9,736.1,732.3,1213.9,3107.5,3935.5,1531.9,1465.7,2940.1,1527.1,581.7,5357.7,3018.8,2527.6,2301.5,1486.3,526.9,1257.0,2881.5,3578.1,630.0,300.3,267.0,347.1,1601.4,4885.1,291.3,1094.9,2139.6,5151.8,449.1,2161.3,199.2,929.5,1595.9,681.4,942.1,5282.6,8134.7
1990-11-01,2340.5,7166.1,2158.5,537.3,1234.4,241.1,391.2,1640.5,252.7,2189.0,496.8,629.9,12539.8,737.7,739.6,1215.8,3110.9,3912.4,1528.0,1462.8,2928.6,1534.5,586.3,5343.6,3018.2,2516.9,2302.0,1489.6,523.6,1259.9,2876.4,3560.4,629.1,300.2,268.3,342.6,1595.1,4868.8,291.8,1102.3,2142.2,5144.4,448.9,2156.5,201.4,930.8,1598.1,680.4,942.4,5274.5,8107.1
1990-12-01,2340.7,7162.1,2160.3,536.3,1233.6,241.4,391.4,1639.1,253.2,2184.3,493.8,628.4,12535.7,739.3,737.3,1216.5,3103.9,3914.0,1519.8,1463.1,2918.1,1532.6,582.7,5335.6,3008.3,2514.1,2299.2,1484.5,521.8,1257.9,2872.1,3552.4,629.8,299.8,268.5,342.2,1589.6,4863.9,292.3,1096.6,2141.7,5136.8,446.6,2152.9,201.1,929.9,1596.3,681.3,941.0,5270.0,8085.3
1991-01-01,2310.8,7143.7,2164.4,540.7,1233.7,241.0,392.4,1634.5,251.2,2179.4,489.9,629.5,12525.9,738.9,738.7,1217.6,3096.8,3907.8,1512.0,1455.1,2878.1,1538.4,582.0,5313.6,2996.0,2511.2,2294.3,1497.3,524.3,1252.4,2855.7,3543.8,630.2,299.3,268.7,348.1,1585.8,4849.0,292.2,1086.9,2143.9,5134.4,437.4,2126.3,201.3,924.8,1601.9,682.7,937.2,5274.7,8008.0
1991-02-01,2305.5,7155.9,2165.5,537.6,1233.3,240.5,393.4,1630.4,248.9,2177.8,486.3,628.9,12478.1,741.4,738.3,1220.6,3081.8,3887.1,1506.8,1455.1,2859.2,1536.0,583.2,5293.4,2978.9,2497.7,2294.3,1492.9,519.5,1253.4,2839.8,3533.0,631.0,299.6,269.1,341.1,1573.7,4820.4,293.1,1087.0,2138.9,5119.2,433.9,2120.6,201.8,928.0,1601.4,681.7,933.7,5256.5,7979.5
1991-03-01,2307.4,7169.3,2169.9,536.8,1233.9,240.2,393.5,1634.0,248.5,2176.8,484.2,628.3,12438.5,743.3,739.4,1222.3,3072.4,3870.8,1505.0,1452.6,2849.8,1537.0,582.1,5282.0,2977.3,2491.0,2294.9,1492.0,516.7,1251.8,2837.3,3526.2,630.1,298.5,269.0,347.1,1571.5,4817.8,293.4,1091.3,2138.6,5108.8,431.6,2115.6,202.9,931.1,1604.9,679.7,932.8,5253.6,7957.5
1991-04-01,2298.5,7156.6,2173.4,535.7,1235.1,240.5,394.8,1635.1,248.6,2172.4,481.2,628.8,12448.0,742.3,738.9,1226.8,3073.7,3872.9,1495.8,1461.0,2837.8,1538.3,583.4,5276.9,2970.4,2503.9,2294.6,1487.5,515.0,1248.4,2832.4,3516.1,628.9,299.5,269.7,338.2,1568.5,4812.2,294.8,1094.5,2141.6,5096.9,426.8,2107.6,202.9,931.5,1608.5,677.2,934.0,5256.2,7932.9
1991-05-01,2298.4,7169.3,2178.8,535.8,1235.3,240.7,395.4,1638.0,248.4,2178.8,479.8,627.9,12418.0,744.4,736.1,1225.9,3070.0,3874.5,1495.5,1461.1,2827.5,1539.4,583.7,5271.9,2973.9,2501.9,2292.5,1485.3,513.9,1249.0,2832.1,3506.4,623.9,300.4,269.5,343.6,1562.2,4803.9,295.1,1093.0,2142.5,5083.4,425.3,2103.2,203.2,930.7,1615.7,677.0,932.8,5244.1,7908.6
1991-06-01,2301.8,7181.7,2178.7,537.2,1237.4,240.9,396.0,1641.4,248.1,2179.3,480.1,630.4,12398.2,747.6,737.7,1229.0,3066.8,3875.3,1491.9,1460.9,2830.1,1543.8,584.7,5262.5,2981.1,2508.9,2300.6,1488.1,513.4,1252.6,2832.4,3496.1,630.7,304.2,270.4,342.8,1561.1,4810.4,295.5,1092.0,2144.9,5083.7,423.7,2104.6,203.5,934.8,1614.3,678.5,935.9,5234.2,7900.3
1991-07-01,2312.1,7169.6,2186.4,539.4,1242.2,242.2,397.3,1643.9,249.6,2182.7,476.9,628.6,12400.7,749.8,744.7,1223.3,3077.1,3885.9,1490.0,1463.0,2815.9,1544.6,587.2,5266.0,2970.5,2505.0,2302.3,1485.3,512.0,1252.8,2820.7,3485.9,630.7,304.2,271.0,341.3,1550.0,4822.7,297.7,1100.5,2144.7,5066.5,421.4,2090.3,202.5,937.2,1613.1,672.3,940.1,5214.6,7838.5
1991-08-01,2317.2,7164.3,2186.6,540.4,1240.8,242.1,398.8,1648.2,249.7,2191.3,479.1,627.9,12384.0,751.7,745.0,1223.7,3079.0,3872.9,1488.5,1467.2,2809.9,1542.2,587.3,5272.8,2968.2,2512.4,2306.0,1486.8,511.5,1254.0,2822.3,3481.2,629.6,305.4,271.2,337.9,1546.2,4817.1,296.7,1102.8,2149.3,5069.7,420.4,2091.0,203.4,940.3,1611.4,677.3,933.7,5207.3,7831.7
1991-09-01,2317.3,7209.0,2191.6,540.9,1242.9,242.2,400.7,1650.8,249.1,2197.8,479.5,630.5,12376.4,753.1,746.6,1226.7,3084.9,3883.4,1490.7,1468.0,2803.2,1549.0,589.0,5265.0,2970.4,2512.5,2304.0,1488.5,511.3,1255.9,2826.5,3476.6,630.9,306.7,273.1,339.5,1545.0,4826.5,297.0,1102.5,2150.4,5072.5,418.5,2099.6,203.9,942.3,1614.1,677.4,945.1,5214.7,7816.4
1991-10-01,2314.4,7197.7,2197.4,541.5,1241.4,242.3,401.1,1651.2,249.3,2201.6,481.9,629.3,12375.7,754.3,741.9,1227.2,3092.8,3893.4,1493.8,1471.4,2801.1,1553.9,586.5,5261.5,2970.6,2515.4,2313.8,1495.8,509.3,1261.1,2826.9,3471.3,630.4,307.5,272.5,342.3,1544.0,4819.5,297.7,1103.9,2154.6,5071.9,418.1,2091.7,204.6,946.4,1616.7,674.3,946.8,5220.3,7812.0
1991-11-01,2313.9,7206.1,2195.9,542.4,1240.1,243.7,403.3,1650.0,249.4,2202.6,482.9,626.1,12335.6,755.9,740.0,1228.2,3089.8,3894.6,1501.2,1477.9,2797.4,1559.0,587.5,5268.1,2975.4,2514.7,2313.3,1498.4,509.8,1257.3,2827.5,3473.3,630.8,308.7,272.6,341.0,1541.1,4822.5,298.5,1104.2,2148.5,5075.3,418.1,2095.1,203.6,945.2,1615.8,676.0,947.7,5214.1,7803.6
1991-12-01,2319.4,7211.4,2198.9,542.4,1242.3,245.5,403.1,1650.1,249.7,2199.3,482.5,629.0,12307.0,755.3,742.8,1229.1,3092.4,3892.7,1497.3,1479.4,2796.3,1563.4,589.4,5263.1,2979.7,2516.1,2315.8,1500.5,507.6,1258.8,2829.7,3470.8,630.9,310.5,272.8,339.7,1539.2,4817.2,299.7,1105.4,2158.3,5070.8,416.2,2088.6,203.9,947.4,1613.7,674.2,947.8,5204.1,7776.5
1992-01-01,2318.2,7202.9,2211.1,542.4,1244.6,244.9,407.5,1655.3,248.4,2211.2,483.6,628.7,12275.6,758.3,747.4,1231.5,3107.9,3874.7,1500.9,1482.9,2794.6,1568.3,591.1,5285.5,2992.1,2523.8,2331.6,1500.8,510.1,1263.1,2834.1,3460.3,635.0,312.7,274.6,340.6,1533.5,4821.9,303.3,1110.9,2169.6,5075.9,422.3,2085.0,204.8,951.4,1617.3,675.0,950.3,5215.5,7756.0
1992-02-01,2320.4,7215.9,2214.6,542.7,1248.3,246.3,408.9,1656.4,249.9,2212.5,482.6,629.8,12244.3,760.6,748.0,1227.9,3109.1,3892.1,1501.3,1487.0,2795.3,1571.8,592.0,5279.4,2993.0,2526.6,2330.2,1500.9,509.2,1263.8,2835.0,3459.5,635.2,312.7,274.6,338.8,1528.4,4826.1,304.5,1110.4,2170.2,5069.9,423.1,2082.3,204.8,953.0,1614.4,673.8,951.8,5210.7,7743.7
1992-03-01,2321.1,7224.9,2218.7,543.5,1248.9,246.8,409.9,1659.6,249.9,2236.8,483.2,630.6,12264.7,762.4,747.9,1227.1,3114.9,3894.0,1503.0,1488.5,2794.9,1575.9,593.7,5315.6,3005.2,2527.8,2330.6,1500.3,508.6,1264.9,2834.1,3450.7,636.1,313.7,275.4,338.4,1527.4,4827.8,304.5,1109.7,2174.8,5065.2,423.3,2078.7,205.1,955.4,1615.7,674.3,952.3,5206.4,7731.1
1992-04-01,2326.0,7238.4,2220.0,542.6,1249.6,247.3,410.6,1660.9,250.2,2226.5,485.2,632.1,12263.0,763.6,747.9,1230.5,3121.8,3903.0,1504.2,1492.0,2789.5,1581.8,595.6,5295.0,3007.1,2540.5,2349.3,1505.2,509.4,1270.5,2837.0,3444.8,636.5,314.5,275.5,341.0,1524.8,4853.8,305.7,1115.9,2180.4,5071.2,425.0,2084.8,204.4,958.3,1619.4,675.2,954.4,5208.5,7737.7
1992-05-01,2330.7,7254.0,2225.2,542.3,1252.1,246.2,412.8,1670.2,250.0,2234.5,487.7,636.6,12245.1,767.8,751.0,1235.2,3136.3,3911.7,1507.5,1497.0,2796.7,1591.8,598.0,5315.1,3018.6,2551.2,2356.8,1512.9,509.5,1274.5,2844.4,3446.2,644.3,316.5,275.8,341.9,1525.6,4860.3,307.0,1114.5,2189.2,5079.2,423.6,2085.4,205.8,962.5,1624.6,674.6,957.8,5222.6,7728.7
1992-06-01,2331.3,7256.6,2226.6,542.8,1253.0,245.5,414.0,1672.3,250.2,2239.3,487.2,633.9,12213.8,768.3,751.8,1231.8,3145.5,3922.6,1509.1,1498.9,2795.7,1593.8,602.4,5319.5,3019.2,2554.9,2357.0,1515.2,511.4,1275.2,2844.2,3448.0,637.9,319.1,276.7,341.2,1523.8,4853.0,307.9,1112.8,2189.9,5083.9,424.0,2081.7,204.5,963.3,1627.5,674.3,958.0,5230.1,7719.7
1992-07-01,2336.2,7285.7,2224.4,544.2,1252.2,246.1,415.1,1672.5,251.3,2245.1,485.9,639.2,12215.0,771.1,751.2,1234.3,3145.6,3920.9,1510.4,1499.3,2795.4,1601.9,603.2,5336.1,3030.9,2561.6,2360.4,1520.6,514.4,1281.4,2852.8,3463.1,642.2,316.8,276.8,341.6,1527.6,4851.8,308.5,1113.5,2196.6,5083.0,424.6,2082.1,203.8,962.8,1626.4,673.6,964.0,5226.2,7717.9
1992-08-01,2340.2,7281.8,2230.9,544.1,1253.4,245.7,415.7,1689.0,251.8,2251.0,485.8,641.3,12177.6,774.7,752.3,1235.7,3155.3,3929.0,1515.1,1500.7,2795.4,1604.7,603.7,5336.3,3035.8,2576.6,2365.4,1525.6,513.5,1281.0,2854.0,3460.8,641.5,317.0,277.6,342.0,1526.8,4848.2,309.7,1123.1,2200.3,5080.5,422.9,2081.5,206.4,964.0,1626.4,673.1,964.0,5241.7,7713.8
1992-09-01,2341.2,7286.8,2233.7,542.5,1253.5,246.7,415.6,1679.5,253.1,2258.5,487.8,647.5,12156.0,776.2,754.5,1238.8,3162.0,3922.7,1515.4,1504.9,2799.5,1609.8,605.8,5349.8,3040.1,2566.2,2369.2,1535.2,514.1,1281.0,2855.6,3449.7,641.2,316.9,277.9,340.6,1523.9,4842.9,309.5,1116.6,2204.6,5074.8,423.4,2080.1,205.6,965.9,1625.1,671.6,965.3,5246.5,7702.8
1992-10-01,2343.5,7330.5,2237.9,541.7,1255.6,246.0,419.3,1688.4,253.0,2275.8,489.5,644.0,12162.4,779.9,755.4,1242.8,3170.0,3929.4,1521.4,1506.9,2806.5,1615.9,607.6,5376.9,3061.2,2571.3,2373.4,1525.8,514.4,1283.3,2867.3,3459.4,643.5,317.6,278.9,339.3,1524.0,4859.8,310.3,1119.5,2212.4,5081.4,425.2,2084.5,206.6,969.7,1630.6,674.1,969.2,5263.6,7699.1
1992-11-01,2346.8,7341.1,2239.3,541.8,1259.4,245.9,421.3,1690.7,253.8,2282.7,491.0,651.3,12150.6,783.6,759.0,1244.4,3176.5,3938.9,1523.7,1508.7,2809.0,1620.3,614.1,5406.9,3065.6,2575.2,2378.5,1526.9,515.2,1288.3,2874.7,3464.5,645.0,320.4,279.4,344.0,1523.5,4856.0,311.2,1126.3,2216.6,5081.2,425.7,2084.2,209.1,972.2,1633.9,670.7,972.8,5271.7,7693.2
1992-12-01,2347.9,7350.5,2245.3,542.0,1260.6,247.4,421.5,1693.8,253.4,2289.1,492.1,648.3,12112.6,785.4,757.5,1245.0,3184.3,3944.4,1524.1,1510.1,2806.5,1622.4,610.5,5420.0,3069.0,2580.5,2381.5,1531.6,514.1,1286.4,2875.9,3465.6,647.0,320.3,280.8,343.4,1522.9,4861.3,311.3,1122.3,2222.7,5079.5,425.5,2086.9,206.9,974.6,1635.5,670.8,977.0,5273.3,7696.1
1993-01-01,2352.1,7379.1,2236.6,538.6,1263.2,248.4,423.9,1694.4,255.1,2295.4,495.3,653.2,12150.8,790.3,757.3,1248.2,3196.9,3960.1,1530.3,1521.4,2815.3,1632.8,611.6,5442.2,3079.9,2597.2,2388.0,1535.0,513.9,1291.6,2888.7,3482.0,647.6,319.9,282.5,345.0,1535.0,4884.4,311.5,1120.7,2229.6,5107.8,427.1,2093.2,207.9,977.4,1638.0,677.2,980.4,5290.3,7721.5
1993-02-01,2365.3,7405.5,2244.5,540.4,1265.5,248.8,425.8,1701.6,255.1,2304.0,496.9,654.6,12127.9,792.6,759.2,1251.8,3208.7,3965.7,1536.2,1525.1,2818.3,1641.2,614.3,5470.2,3092.5,2599.4,2395.6,1545.7,514.0,1299.3,2899.3,3486.1,648.0,321.2,281.8,346.3,1535.3,4888.1,312.5,1125.2,2232.6,5121.6,427.5,2098.2,207.5,981.7,1641.2,674.9,985.1,5295.8,7728.3
1993-03-01,2362.7,7415.4,2248.6,540.5,1265.6,250.0,425.3,1701.7,254.7,2301.6,496.3,657.3,12089.3,797.3,760.6,1252.6,3204.9,3961.9,1536.3,1520.6,2811.9,1649.4,616.8,5479.7,3092.7,2597.6,2397.7,1552.6,515.6,1304.4,2889.2,3472.5,647.3,321.3,282.4,344.8,1530.7,4873.0,313.3,1127.1,2236.6,5094.6,426.7,2084.5,207.9,983.0,1642.3,674.1,987.1,5289.1,7711.1
1993-04-01,2380.1,7429.2,2254.9,541.0,1268.9,250.3,427.9,1710.4,255.7,2314.2,498.4,658.6,12067.3,802.0,766.4,1253.3,3223.8,3973.1,1547.0,1525.8,2831.2,1659.1,621.1,5520.4,3110.2,2608.0,2391.9,1566.2,516.5,1306.8,2901.7,3481.0,651.6,323.9,282.4,347.5,1525.3,4879.7,314.3,1130.0,2239.1,5109.3,427.4,2097.5,208.4,987.2,1645.4,671.9,992.7,5312.9,7721.8
1993-05-01,2390.1,7442.9,2260.1,540.9,1274.5,249.6,430.4,1712.7,256.1,2319.1,500.3,662.2,12066.1,805.0,766.4,1255.2,3231.6,3981.6,1548.9,1529.9,2839.1,1659.4,621.3,5530.0,3117.7,2613.1,2406.8,1576.1,518.0,1308.7,2913.8,3485.7,647.0,324.5,284.4,348.1,1528.9,4893.4,315.8,1132.3,2242.9,5116.1,429.3,2103.2,209.2,988.6,1649.3,672.0,997.1,5321.5,7738.2
1993-06-01,2393.5,7465.7,2267.1,540.9,1278.5,251.0,430.6,1719.0,258.2,2325.7,501.5,668.0,12071.1,810.7,767.9,1260.9,3241.8,3987.4,1550.8,1534.6,2842.5,1666.0,624.7,5546.3,3125.6,2624.5,2406.5,1581.9,518.7,1314.9,2918.2,3489.0,651.8,327.9,284.1,348.0,1525.9,4906.0,316.9,1138.5,2244.6,5116.1,429.6,2101.0,210.6,990.1,1651.7,670.3,998.6,5320.7,7748.5
1993-07-01,2394.0,7515.2,2277.9,538.7,1278.7,251.4,434.1,1716.0,257.1,2333.3,504.5,669.5,12092.7,814.6,768.0,1264.3,3258.2,3992.9,1554.2,1540.5,2850.1,1675.4,625.2,5565.8,3148.2,2628.0,2409.8,1586.8,519.7,1316.1,2926.6,3486.7,652.7,325.2,285.1,349.9,1526.2,4915.8,318.4,1136.5,2250.9,5124.9,431.2,2104.4,210.3,995.1,1653.8,668.5,1001.4,5313.1,7772.8
1993-08-01,2398.4,7525.7,2277.0,536.8,1283.2,251.9,436.5,1723.7,258.0,2338.5,506.5,672.9,12096.7,818.5,773.8,1265.4,3260.0,3987.5,1557.6,1540.6,2853.2,1681.3,627.6,5573.9,3156.6,2642.3,2416.9,1591.6,520.2,1321.5,2928.5,3491.1,653.9,327.8,285.2,349.4,1526.7,4930.8,319.4,1137.9,2253.6,5130.4,432.0,2102.0,211.5,997.7,1656.8,664.8,1005.1,5333.3,7767.9
1993-09-01,2408.4,7540.3,2285.8,536.6,1286.3,252.2,438.8,1722.5,259.0,2345.9,506.7,675.1,12083.5,821.7,775.3,1264.1,3268.2,4007.0,1563.3,1544.8,2856.4,1683.6,632.8,5580.5,3169.5,2636.9,2420.1,1602.7,521.5,1327.2,2938.1,3491.6,656.0,327.0,286.4,352.0,1530.2,4944.7,319.6,1140.6,2256.4,5130.4,432.0,2108.8,212.4,999.8,1661.7,667.1,1011.4,5341.5,7759.2
1993-10-01,2420.8,7552.2,2279.5,538.6,1291.2,256.2,440.7,1732.1,259.6,2359.8,506.1,690.4,12088.3,829.1,779.5,1269.1,3274.4,4037.0,1567.2,1550.7,2865.3,1694.1,637.8,5619.0,3199.1,2656.1,2433.5,1616.7,525.1,1333.5,2949.4,3503.8,658.9,329.0,286.8,350.0,1535.2,4958.1,322.3,1141.1,2273.6,5145.3,431.7,2117.5,212.5,1005.5,1673.4,666.0,1023.6,5374.1,7769.3
1993-11-01,2429.8,7560.8,2282.6,536.7,1292.3,256.3,442.0,1732.3,260.2,2361.7,507.3,694.3,12077.9,830.7,781.0,1270.2,3289.3,4041.2,1569.4,1555.8,2869.1,1697.4,638.9,5624.1,3207.0,2662.8,2433.6,1621.7,525.0,1338.1,2951.4,3507.6,658.8,328.8,287.2,350.3,1535.4,4967.6,323.8,1141.4,2278.1,5147.2,431.7,2119.2,213.1,1008.0,1677.6,666.9,1027.0,5384.6,7774.1
1993-12-01,2433.3,7588.6,2289.6,535.3,1294.1,255.2,444.7,1734.1,260.0,2371.5,509.6,702.7,12101.3,835.1,782.0,1273.5,3300.0,4055.9,1574.9,1557.0,2874.1,1704.5,642.2,5640.4,3221.2,2672.2,2441.8,1632.7,524.9,1343.4,2958.1,3516.3,665.5,330.7,288.0,351.8,1536.8,4976.6,323.3,1144.5,2285.3,5155.0,432.9,2125.0,214.0,1011.7,1685.0,666.6,1032.8,5397.3,7784.2
1994-01-01,2435.7,7608.5,2290.1,535.8,1296.4,256.5,447.5,1730.7,260.0,2374.9,513.5,711.7,12117.6,839.6,784.8,1278.2,3302.6,4078.1,1575.5,1548.0,2873.3,1717.1,642.3,5666.7,3231.4,2678.6,2446.8,1642.8,525.4,1347.0,2960.7,3505.7,659.0,331.8,288.9,352.1,1528.2,5008.2,325.2,1150.5,2285.5,5137.5,432.7,2123.4,214.1,1011.8,1690.6,662.0,1036.6,5389.1,7770.9
1994-02-01,2434.6,7615.0,2295.9,535.2,1297.7,258.0,449.5,1733.3,260.9,2383.9,515.7,715.8,12138.7,842.8,787.7,1276.9,3308.6,4079.0,1577.9,1559.3,2873.9,1719.8,645.2,5682.6,3241.8,2683.7,2452.8,1648.1,527.3,1350.4,2962.0,3497.3,663.4,333.0,289.6,350.3,1523.4,5023.1,326.1,1150.9,2293.2,5138.2,432.2,2118.3,214.3,1012.4,1695.8,659.4,1039.3,5400.3,7770.5
1994-03-01,2440.4,7642.0,2293.7,536.5,1303.6,258.3,452.7,1739.8,262.9,2398.5,517.5,719.6,12168.7,847.2,788.1,1279.4,3321.1,4094.8,1583.0,1570.3,2879.8,1726.0,647.2,5705.5,3252.8,2696.2,2464.0,1656.2,528.3,1354.3,2976.2,3516.4,667.3,333.8,291.4,351.5,1527.8,5041.5,327.7,1156.4,2299.3,5156.6,433.2,2131.2,214.7,1017.6,1707.4,659.4,1045.4,5425.3,7784.5
1994-04-01,2446.9,7694.5,2301.9,536.4,1310.8,256.6,455.6,1742.9,262.1,2401.9,518.6,725.6,12163.6,850.2,792.4,1284.4,3330.0,4101.7,1582.6,1575.7,2890.1,1738.9,648.7,5729.7,3265.1,2685.2,2471.0,1667.2,528.5,1358.3,2988.3,3536.8,671.4,336.0,292.4,352.1,1540.4,5040.3,327.9,1154.0,2304.8,5168.7,433.8,2143.4,215.6,1023.9,1703.2,663.4,1046.2,5441.9,7792.8
1994-05-01,2455.9,7702.2,2306.0,533.3,1314.5,255.9,457.8,1746.4,263.5,2418.2,519.2,731.1,12175.2,855.9,798.0,1287.1,3337.7,4114.9,1585.4,1583.9,2895.9,1746.5,651.0,5750.4,3275.8,2697.2,2477.5,1674.7,529.6,1363.8,2996.1,3546.6,679.8,338.5,293.3,353.7,1542.9,5057.1,328.3,1162.1,2313.3,5184.7,432.5,2147.2,216.3,1030.8,1706.5,663.5,1051.1,5457.2,7806.3
1994-06-01,2465.8,7723.1,2307.7,535.5,1323.7,257.3,458.9,1757.8,263.9,2420.8,521.7,732.2,12184.7,860.1,798.7,1291.6,3352.9,4124.5,1592.4,1585.1,2904.1,1751.5,655.9,5770.8,3285.9,2707.6,2483.0,1686.1,529.7,1368.3,3003.6,3546.5,675.4,339.2,294.2,354.9,1545.6,5059.7,330.5,1167.1,2316.6,5201.5,434.3,2149.9,215.9,1033.2,1711.8,663.0,1058.8,5467.0,7810.3
1994-07-01,2477.4,7797.0,2312.8,536.1,1323.5,257.7,460.2,1755.8,264.1,2426.8,524.2,742.3,12219.0,865.5,802.2,1300.8,3360.9,4151.9,1595.0,1590.8,2911.3,1760.0,660.9,5792.3,3300.9,2715.9,2499.8,1698.7,531.0,1375.4,3014.1,3560.3,676.5,341.4,296.2,354.8,1548.9,5072.5,332.4,1159.9,2320.2,5209.0,433.6,2152.8,216.4,1040.5,1723.6,660.7,1066.4,5465.2,7835.3
1994-08-01,2485.5,7804.9,2324.9,535.7,1328.1,258.8,460.5,1767.0,264.2,2433.2,527.4,747.1,12225.9,868.5,801.5,1300.2,3365.0,4167.9,1596.6,1594.4,2918.4,1767.0,660.5,5796.3,3315.4,2730.9,2496.8,1711.8,531.5,1380.6,3023.1,3569.5,679.5,344.9,295.9,358.4,1550.1,5080.2,331.3,1173.5,2326.1,5214.1,436.4,2148.0,220.1,1041.5,1729.4,657.1,1066.1,5480.1,7844.0
