,MA: VALUE,ND: VALUE,DC: VALUE,NM: VALUE,SC: VALUE,AK: VALUE,NJ: VALUE,PA: VALUE,TX: VALUE,MO: VALUE,ID: VALUE,UT: VALUE,GA: VALUE,FL: VALUE,AZ: VALUE,ME: VALUE,RI: VALUE,DE: VALUE,CO: VALUE,IN: VALUE,VA: VALUE,WA: VALUE,MD: VALUE,WY: VALUE,VT: VALUE,NC: VALUE,MT: VALUE,AR: VALUE,MI: VALUE,HI: VALUE,NE: VALUE,NH: VALUE,OH: VALUE,LA: VALUE,IL: VALUE,CA: VALUE,OR: VALUE,CT: VALUE,KY: VALUE,MS: VALUE,AL: VALUE,OK: VALUE,MN: VALUE,WI: VALUE,SD: VALUE,WV: VALUE,NY: VALUE,TN: VALUE,KS: VALUE,NV: VALUE,IA: VALUE
1900,2788.0,321.0,278.0,196.0,1342.0,,1884.0,6313.0,3055.0,3108.0,163.0,277.0,2220.0,530.0,124.0,695.0,430.0,185.0,543.0,2518.0,1858.0,523.0,1189.0,93.0,344.0,1897.0,245.0,1314.0,2423.0,,1067.0,412.0,4161.0,1384.0,4828.0,1490.0,415.0,910.0,2148.0,1553.0,1830.0,800.0,1754.0,2072.0,403.0,959.0,7283.0,2023.0,1473.0,43.0,2231.0
1901,2794.0,346.0,285.0,206.0,1361.0,,1889.0,6439.0,3132.0,3128.0,176.0,284.0,2263.0,544.0,131.0,699.0,441.0,187.0,581.0,2541.0,1887.0,583.0,1200.0,100.0,347.0,1926.0,261.0,1341.0,2450.0,,1078.0,412.0,4216.0,1412.0,4914.0,1550.0,434.0,931.0,2162.0,1578.0,1907.0,916.0,1805.0,2109.0,418.0,972.0,7449.0,2041.0,1490.0,45.0,2227.0
1902,2856.0,371.0,290.0,218.0,1379.0,,1917.0,6567.0,3210.0,3147.0,199.0,292.0,2305.0,565.0,138.0,703.0,450.0,188.0,621.0,2567.0,1894.0,651.0,1210.0,105.0,349.0,1956.0,270.0,1360.0,2477.0,,1089.0,409.0,4322.0,1440.0,4992.0,1623.0,454.0,952.0,2177.0,1603.0,1935.0,1027.0,1862.0,2141.0,431.0,1000.0,7612.0,2060.0,1505.0,49.0,2222.0
1903,2924.0,396.0,295.0,229.0,1397.0,,1969.0,6699.0,3291.0,3166.0,216.0,299.0,2346.0,587.0,144.0,709.0,460.0,190.0,652.0,2594.0,1890.0,719.0,1209.0,108.0,350.0,1986.0,282.0,1384.0,2505.0,,1104.0,394.0,4386.0,1467.0,5071.0,1702.0,479.0,972.0,2191.0,1628.0,1957.0,1118.0,1901.0,2171.0,437.0,1037.0,7771.0,2082.0,1498.0,52.0,2217.0
1904,2969.0,421.0,302.0,242.0,1415.0,,2050.0,6833.0,3374.0,3185.0,229.0,308.0,2387.0,599.0,151.0,719.0,471.0,192.0,659.0,2614.0,1889.0,782.0,1217.0,111.0,353.0,2017.0,293.0,1419.0,2534.0,,1119.0,407.0,4458.0,1495.0,5161.0,1792.0,504.0,987.0,2205.0,1653.0,1978.0,1200.0,1945.0,2202.0,452.0,1064.0,7927.0,2086.0,1527.0,56.0,2212.0
1905,3018.0,446.0,308.0,255.0,1433.0,,2151.0,6970.0,3459.0,3204.0,246.0,316.0,2427.0,615.0,158.0,723.0,481.0,194.0,680.0,2635.0,1917.0,842.0,1237.0,114.0,354.0,2051.0,305.0,1447.0,2579.0,,1129.0,423.0,4530.0,1523.0,5241.0,1893.0,530.0,1010.0,2220.0,1678.0,2012.0,1277.0,1981.0,2231.0,461.0,1094.0,8084.0,2111.0,1555.0,59.0,2211.0
1906,3107.0,474.0,313.0,269.0,1451.0,,2239.0,7110.0,3546.0,3223.0,262.0,327.0,2466.0,628.0,167.0,729.0,492.0,196.0,707.0,2663.0,1942.0,904.0,1251.0,118.0,355.0,2077.0,322.0,1465.0,2626.0,,1138.0,415.0,4587.0,1551.0,5309.0,1976.0,555.0,1033.0,2234.0,1703.0,2045.0,1349.0,1987.0,2250.0,477.0,1122.0,8289.0,2136.0,1576.0,64.0,2214.0
1907,3183.0,501.0,317.0,283.0,1468.0,,2314.0,7253.0,3636.0,3242.0,277.0,339.0,2505.0,645.0,176.0,731.0,505.0,197.0,733.0,2679.0,1952.0,967.0,1257.0,125.0,355.0,2105.0,332.0,1484.0,2693.0,,1149.0,423.0,4630.0,1579.0,5384.0,2054.0,580.0,1057.0,2249.0,1728.0,2058.0,1414.0,1995.0,2268.0,498.0,1149.0,8499.0,2136.0,1612.0,68.0,2217.0
1908,3251.0,528.0,321.0,298.0,1485.0,,2403.0,7398.0,3727.0,3260.0,291.0,351.0,2543.0,684.0,186.0,735.0,519.0,199.0,757.0,2677.0,1994.0,1028.0,1269.0,133.0,354.0,2142.0,346.0,1513.0,2722.0,,1161.0,428.0,4677.0,1607.0,5474.0,2161.0,610.0,1077.0,2263.0,1753.0,2070.0,1498.0,2020.0,2292.0,527.0,1174.0,8714.0,2164.0,1629.0,73.0,2220.0
1909,3316.0,555.0,327.0,314.0,1502.0,,2487.0,7546.0,3821.0,3279.0,311.0,363.0,2580.0,724.0,196.0,740.0,532.0,201.0,775.0,2678.0,2038.0,1091.0,1289.0,141.0,356.0,2174.0,363.0,1545.0,2771.0,,1177.0,431.0,4701.0,1634.0,5567.0,2282.0,643.0,1097.0,2278.0,1777.0,2108.0,1585.0,2051.0,2317.0,553.0,1203.0,8935.0,2177.0,1658.0,78.0,2223.0
1910,3365.0,580.0,334.0,329.0,1523.0,,2550.0,7706.0,3922.0,3301.0,329.0,377.0,2618.0,756.0,206.0,745.0,545.0,203.0,804.0,2713.0,2071.0,1148.0,1302.0,147.0,357.0,2221.0,380.0,1583.0,2832.0,,1198.0,431.0,4786.0,1667.0,5668.0,2406.0,677.0,1122.0,2299.0,1802.0,2150.0,1671.0,2086.0,2345.0,590.0,1231.0,9137.0,2191.0,1692.0,82.0,2228.0
1911,3383.0,584.0,344.0,334.0,1548.0,,2610.0,7850.0,4016.0,3317.0,343.0,387.0,2644.0,773.0,212.0,751.0,556.0,207.0,821.0,2751.0,2092.0,1167.0,1324.0,150.0,358.0,2276.0,397.0,1610.0,2916.0,,1216.0,432.0,4821.0,1695.0,5757.0,2534.0,692.0,1149.0,2324.0,1810.0,2185.0,1714.0,2119.0,2369.0,602.0,1266.0,9249.0,2197.0,1684.0,81.0,2249.0
1912,3440.0,603.0,340.0,338.0,1572.0,,2670.0,7986.0,4107.0,3344.0,359.0,399.0,2676.0,801.0,217.0,753.0,567.0,209.0,832.0,2785.0,2122.0,1184.0,1345.0,153.0,359.0,2313.0,414.0,1636.0,2997.0,,1232.0,434.0,4893.0,1709.0,5828.0,2668.0,706.0,1176.0,2347.0,1817.0,2217.0,1737.0,2147.0,2407.0,592.0,1291.0,9361.0,2218.0,1671.0,81.0,2279.0
1913,3534.0,609.0,358.0,344.0,1599.0,,2729.0,8139.0,4207.0,3409.0,371.0,410.0,2733.0,828.0,236.0,763.0,578.0,213.0,835.0,2824.0,2176.0,1209.0,1368.0,157.0,361.0,2362.0,433.0,1664.0,3101.0,,1246.0,439.0,4997.0,1727.0,5961.0,2811.0,722.0,1208.0,2374.0,1827.0,2279.0,1777.0,2190.0,2438.0,584.0,1317.0,9473.0,2257.0,1663.0,82.0,2305.0
1914,3636.0,620.0,368.0,348.0,1622.0,,2789.0,8276.0,4300.0,3467.0,384.0,422.0,2776.0,871.0,253.0,772.0,589.0,216.0,846.0,2857.0,2241.0,1231.0,1389.0,163.0,362.0,2421.0,452.0,1688.0,3183.0,,1264.0,442.0,5109.0,1740.0,6109.0,2934.0,736.0,1233.0,2395.0,1832.0,2336.0,1824.0,2234.0,2490.0,581.0,1362.0,9585.0,2289.0,1662.0,83.0,2338.0
1915,3705.0,641.0,361.0,351.0,1635.0,,2850.0,8362.0,4368.0,3492.0,394.0,430.0,2810.0,922.0,263.0,774.0,597.0,217.0,868.0,2873.0,2294.0,1239.0,1401.0,167.0,360.0,2473.0,469.0,1702.0,3263.0,,1272.0,443.0,5251.0,1755.0,6194.0,3008.0,745.0,1258.0,2401.0,1826.0,2345.0,1860.0,2273.0,2535.0,585.0,1387.0,9700.0,2294.0,1687.0,82.0,2366.0
1916,3726.0,652.0,360.0,354.0,1650.0,,2918.0,8463.0,4444.0,3527.0,405.0,436.0,2856.0,924.0,282.0,775.0,598.0,219.0,892.0,2897.0,2316.0,1255.0,1415.0,174.0,360.0,2513.0,487.0,1719.0,3353.0,,1275.0,445.0,5366.0,1799.0,6274.0,3071.0,756.0,1294.0,2411.0,1823.0,2359.0,1907.0,2308.0,2562.0,595.0,1414.0,9848.0,2304.0,1727.0,82.0,2376.0
1917,3738.0,661.0,385.0,361.0,1675.0,,2976.0,8578.0,4563.0,3470.0,413.0,444.0,2885.0,895.0,311.0,777.0,606.0,222.0,910.0,2910.0,2313.0,1287.0,1428.0,186.0,372.0,2546.0,505.0,1737.0,3451.0,,1285.0,447.0,5510.0,1795.0,6313.0,3171.0,763.0,1327.0,2421.0,1820.0,2361.0,1960.0,2329.0,2587.0,599.0,1439.0,9993.0,2331.0,1748.0,81.0,2382.0
1918,3695.0,636.0,418.0,382.0,1746.0,,3043.0,8524.0,4666.0,3325.0,405.0,437.0,2941.0,865.0,320.0,760.0,604.0,220.0,906.0,2880.0,2359.0,1341.0,1467.0,181.0,352.0,2522.0,501.0,1749.0,3499.0,,1266.0,440.0,5547.0,1746.0,6275.0,3262.0,763.0,1329.0,2425.0,1813.0,2343.0,1969.0,2291.0,2597.0,570.0,1438.0,9936.0,2288.0,1729.0,77.0,2351.0
